model_id;model;make_id;make
47;Mercedes-Benz;14807;C 36 AMG
47;Mercedes-Benz;14865;450
47;Mercedes-Benz;14869;A 160
47;Mercedes-Benz;14926;CLK
47;Mercedes-Benz;15029;E 230
47;Mercedes-Benz;15103;S 280
47;Mercedes-Benz;15105;S 320
47;Mercedes-Benz;15107;S 420
47;Mercedes-Benz;15108;S 500
47;Mercedes-Benz;15109;S 600
47;Mercedes-Benz;15199;V 230
47;Mercedes-Benz;15200;V 280
47;Mercedes-Benz;15201;ML 230
47;Mercedes-Benz;15202;ML 320
47;Mercedes-Benz;15383;350
47;Mercedes-Benz;15384;C 250
47;Mercedes-Benz;15517;E 240
47;Mercedes-Benz;15543;E 300
47;Mercedes-Benz;15549;E 50 AMG
47;Mercedes-Benz;15632;C 43 AMG
47;Mercedes-Benz;15690;220
47;Mercedes-Benz;15691;SL 300
47;Mercedes-Benz;15693;C 240
47;Mercedes-Benz;15694;E 36 AMG
47;Mercedes-Benz;15695;E 250
47;Mercedes-Benz;15696;S 300
47;Mercedes-Benz;15697;S 350
47;Mercedes-Benz;15698;E 430
47;Mercedes-Benz;15699;E 55 AMG
47;Mercedes-Benz;15700;V 220
47;Mercedes-Benz;15701;A 140
47;Mercedes-Benz;15702;A 170
47;Mercedes-Benz;15703;A 190
47;Mercedes-Benz;15704;S 430
47;Mercedes-Benz;15705;ML 430
47;Mercedes-Benz;15715;CE 300
47;Mercedes-Benz;15723;270
47;Mercedes-Benz;15724;S 560
47;Mercedes-Benz;15763;E 270
47;Mercedes-Benz;15775;S 400
47;Mercedes-Benz;15866;ML 270
47;Mercedes-Benz;18505;CLS
47;Mercedes-Benz;18511;CL 420
47;Mercedes-Benz;1871;SLK
47;Mercedes-Benz;15725;CL
47;Mercedes-Benz;15776;G
47;Mercedes-Benz;15945;V
47;Mercedes-Benz;18613;C 160
47;Mercedes-Benz;18604;R 350
47;Mercedes-Benz;18636;CL 65 AMG
47;Mercedes-Benz;18813;CLS 55 AMG
47;Mercedes-Benz;18814;CLS 63 AMG
47;Mercedes-Benz;18507;CL 180
47;Mercedes-Benz;18510;CL 230
47;Mercedes-Benz;18580;S 65 AMG
47;Mercedes-Benz;18606;B 150
47;Mercedes-Benz;18607;B 170
47;Mercedes-Benz;18608;B 180
47;Mercedes-Benz;18609;B 200
47;Mercedes-Benz;18769;GL 320
47;Mercedes-Benz;18770;GL 420
47;Mercedes-Benz;18771;GL 450
47;Mercedes-Benz;18772;GL 500
47;Mercedes-Benz;18885;CLK 270
47;Mercedes-Benz;18886;CLK 280
47;Mercedes-Benz;18895;S 450
47;Mercedes-Benz;18485;A 150
47;Mercedes-Benz;18513;CL 600
47;Mercedes-Benz;18560;SLK 200
47;Mercedes-Benz;18603;R 320
47;Mercedes-Benz;18605;R 500
47;Mercedes-Benz;18801;R 280
47;Mercedes-Benz;18802;R 63 AMG
47;Mercedes-Benz;18803;ML 420
47;Mercedes-Benz;18804;E 63 AMG
47;Mercedes-Benz;18492;SL 65 AMG
47;Mercedes-Benz;18509;CL 220
47;Mercedes-Benz;18753;ML 63 AMG
47;Mercedes-Benz;18787;S 550
47;Mercedes-Benz;18879;CLK 200
47;Mercedes-Benz;18889;CLK 350
47;Mercedes-Benz;18891;CLK 430
47;Mercedes-Benz;18546;E 350
47;Mercedes-Benz;18561;SLK 350
47;Mercedes-Benz;18562;V 200
47;Mercedes-Benz;18614;C 350
47;Mercedes-Benz;18615;ML 280
47;Mercedes-Benz;18617;SLK 280
47;Mercedes-Benz;18815;CLK 63 AMG
47;Mercedes-Benz;18881;CLK 220
47;Mercedes-Benz;18887;CLK 320
47;Mercedes-Benz;18892;CLK 500
47;Mercedes-Benz;18486;A 180
47;Mercedes-Benz;18487;A 200
47;Mercedes-Benz;18508;CL 200
47;Mercedes-Benz;18512;CL 500
47;Mercedes-Benz;18882;CLK 230
47;Mercedes-Benz;18883;CLK 240
47;Mercedes-Benz;18990;S 63 AMG
47;Mercedes-Benz;18991;CL 63 AMG
47;Mercedes-Benz;19107;C 63 AMG
47;Mercedes-Benz;19112;CLS 320
47;Mercedes-Benz;19113;CLS 350
47;Mercedes-Benz;19118;CLS 500
47;Mercedes-Benz;19144;CLC
47;Mercedes-Benz;19151;SL 63 AMG
47;Mercedes-Benz;19181;GLK 220
47;Mercedes-Benz;19182;GLK 320
47;Mercedes-Benz;19183;GLK 350
47;Mercedes-Benz;19184;GLK 280
47;Mercedes-Benz;19223;SLS
47;Mercedes-Benz;19240;B 160
47;Mercedes-Benz;19249;C 300
47;Mercedes-Benz;19251;R 300
47;Mercedes-Benz;19252;GL 350
47;Mercedes-Benz;19253;GLK 250
47;Mercedes-Benz;19254;GLK 300
47;Mercedes-Benz;19255;ML 300
47;Mercedes-Benz;19256;ML 450
47;Mercedes-Benz;19257;SLK 300
47;Mercedes-Benz;19546;SL 60 AMG
47;Mercedes-Benz;19547;SL 70 AMG
47;Mercedes-Benz;19548;SL 73 AMG
47;Mercedes-Benz;19616;GLK 200
47;Mercedes-Benz;21093;GLE 250
47;Mercedes-Benz;21094;GLE 500
47;Mercedes-Benz;19726;S 250
47;Mercedes-Benz;19727;S 260
47;Mercedes-Benz;19747;ML 250
47;Mercedes-Benz;19748;SLK 250
47;Mercedes-Benz;74964;CLS 450
47;Mercedes-Benz;74965;E 53 AMG
47;Mercedes-Benz;20185;B 220
47;Mercedes-Benz;20215;G 350
47;Mercedes-Benz;20216;G 500
47;Mercedes-Benz;20217;SL 230
47;Mercedes-Benz;20229;CLA 180
47;Mercedes-Benz;20230;CLA 200
47;Mercedes-Benz;20231;CLA 220
47;Mercedes-Benz;20232;CLA 250
47;Mercedes-Benz;20240;CE 220
47;Mercedes-Benz;20241;CE 230
47;Mercedes-Benz;20242;CE 280
47;Mercedes-Benz;20243;CL 160
47;Mercedes-Benz;20244;CLS 250
47;Mercedes-Benz;20245;G 230
47;Mercedes-Benz;20246;G 240
47;Mercedes-Benz;20247;G 250
47;Mercedes-Benz;20248;G 280
47;Mercedes-Benz;20249;G 290
47;Mercedes-Benz;20250;G 320
47;Mercedes-Benz;20251;G 400
47;Mercedes-Benz;20252;GL 55 AMG
47;Mercedes-Benz;20253;GL 63 AMG
47;Mercedes-Benz;20255;A 45 AMG
47;Mercedes-Benz;20389;SL 400
47;Mercedes-Benz;20400;170
47;Mercedes-Benz;20443;T1
47;Mercedes-Benz;20195;Citan
47;Mercedes-Benz;20301;CLA 45 AMG
47;Mercedes-Benz;20384;CLS 300
47;Mercedes-Benz;20444;T2
47;Mercedes-Benz;20165;A 250
47;Mercedes-Benz;20166;B 250
47;Mercedes-Benz;20167;G 63 AMG
47;Mercedes-Benz;20168;G 65 AMG
47;Mercedes-Benz;20169;G 300
47;Mercedes-Benz;20176;E 550
47;Mercedes-Benz;20388;GLA 45 AMG
47;Mercedes-Benz;20401;180
47;Mercedes-Benz;20492;GLA 180
47;Mercedes-Benz;20601;CLS 220
47;Mercedes-Benz;75191;E 450
47;Mercedes-Benz;20218;A 220
47;Mercedes-Benz;75192;CLS 53 AMG
47;Mercedes-Benz;75193;X 350
47;Mercedes-Benz;20325;G 270
47;Mercedes-Benz;20343;GLA 200
47;Mercedes-Benz;20344;GLA 220
47;Mercedes-Benz;20345;GLA 250
47;Mercedes-Benz;20383;CLS 280
47;Mercedes-Benz;20391;SL 250
47;Mercedes-Benz;20627;B Electric Drive
47;Mercedes-Benz;20636;AMG GT
47;Mercedes-Benz;20637;V 250
47;Mercedes-Benz;20918;C 450
47;Mercedes-Benz;20916;C 400
47;Mercedes-Benz;20920;GLE 350
47;Mercedes-Benz;20921;GLE 400
47;Mercedes-Benz;20922;GLE 450
47;Mercedes-Benz;20923;GLE 63 AMG
47;Mercedes-Benz;74548;Marco Polo
47;Mercedes-Benz;74629;GLC 63 AMG
47;Mercedes-Benz;74630;S 650
47;Mercedes-Benz;75110;SLC 280
47;Mercedes-Benz;74389;GLC 43 AMG
47;Mercedes-Benz;74390;GLC 350
47;Mercedes-Benz;74391;GLE 43 AMG
47;Mercedes-Benz;74254;GLS 350
47;Mercedes-Benz;74255;GLS 400
47;Mercedes-Benz;74256;GLS 500
47;Mercedes-Benz;74257;GLS 63 AMG
47;Mercedes-Benz;74258;SLC 180
47;Mercedes-Benz;74259;SLC 200
47;Mercedes-Benz;74260;SLC 250
47;Mercedes-Benz;74261;SLC 300
47;Mercedes-Benz;74262;SLC 43 AMG
47;Mercedes-Benz;74551;GLC 300
47;Mercedes-Benz;20924;GL 400
47;Mercedes-Benz;20926;CLS 400
47;Mercedes-Benz;20927;208
47;Mercedes-Benz;20928;210/310
47;Mercedes-Benz;20930;Others
47;Mercedes-Benz;21086;GLC 220
47;Mercedes-Benz;21087;GLC 250
47;Mercedes-Benz;74334;308
47;Mercedes-Benz;74457;E 43 AMG
47;Mercedes-Benz;74574;G 650
47;Mercedes-Benz;75201;A 35 AMG
47;Mercedes-Benz;74743;X 220
47;Mercedes-Benz;74744;X 250
54;Opel;16417;Agila
54;Opel;16447;Speedster
54;Opel;16604;GT
54;Opel;16612;Vivaro
54;Opel;18080;Pick Up Sportscap
54;Opel;18341;Meriva
54;Opel;18345;Signum
54;Opel;1915;Ascona
54;Opel;1916;Astra
54;Opel;1917;Calibra
54;Opel;1918;Corsa
54;Opel;1919;Frontera
54;Opel;1920;Kadett
54;Opel;1921;Manta
54;Opel;1922;Monterey
54;Opel;1923;Monza
54;Opel;1924;Omega
54;Opel;1926;Rekord
54;Opel;1927;Senator
54;Opel;1929;Sintra
54;Opel;1930;Tigra
54;Opel;1931;Vectra
54;Opel;2158;Diplomat
54;Opel;14825;Combo
54;Opel;14854;Commodore
54;Opel;15660;Zafira
54;Opel;15740;Arena
54;Opel;15852;Campo
54;Opel;15870;Movano
54;Opel;18827;Antara
54;Opel;19101;Insignia
54;Opel;19749;Ampera
54;Opel;20191;Adam
54;Opel;20381;Zafira Tourer
54;Opel;20148;Mokka
54;Opel;20221;Cascada
54;Opel;20639;Karl
54;Opel;20960;Others
54;Opel;74627;Grandland X
54;Opel;74532;Crossland X
60;Renault;16505;Grand Espace
60;Renault;16616;Avantime
60;Renault;16617;Vel Satis
60;Renault;18100;P 1400
60;Renault;18277;Mascott
60;Renault;18337;R 6
60;Renault;1958;Alpine A310
60;Renault;1959;Alpine A610
60;Renault;1960;Alpine V6
60;Renault;1961;Clio
60;Renault;1962;Espace
60;Renault;1963;Fuego
60;Renault;1964;Laguna
60;Renault;1965;Megane
60;Renault;1966;R 11
60;Renault;1967;R 14
60;Renault;1968;R 18
60;Renault;1969;R 19
60;Renault;1970;R 20
60;Renault;1971;R 21
60;Renault;1972;R 25
60;Renault;1973;R 30
60;Renault;1974;R 4
60;Renault;1975;R 5
60;Renault;1976;R 9
60;Renault;1977;Safrane
60;Renault;1978;Super 5
60;Renault;1979;Twingo
60;Renault;2096;Trafic
60;Renault;2133;Express
60;Renault;14717;Master
60;Renault;14786;Scenic
60;Renault;14830;Coupe
60;Renault;15317;Kangoo
60;Renault;15706;Spider
60;Renault;15737;Rapid
60;Renault;18522;Modus
60;Renault;18711;Grand Scenic
60;Renault;19126;Koleos
60;Renault;19169;Grand Modus
60;Renault;19250;Fluence
60;Renault;19340;Symbol
60;Renault;19341;Logan
60;Renault;19545;Latitude
60;Renault;19552;Wind
60;Renault;21095;Talisman
60;Renault;19725;Others
60;Renault;19755;Sandero
60;Renault;20059;Kangoo Z.E.
60;Renault;20060;Fluence Z.E.
60;Renault;20053;Duster
60;Renault;20054;Sandero Stepway
60;Renault;20058;Twizy
60;Renault;20408;Alpine A110
60;Renault;20228;ZOE
60;Renault;20235;Captur
60;Renault;21077;Kadjar
60;Renault;74771;Alaskan
60;Renault;21182;Messenger
74;Volkswagen;15981;Buggy
74;Volkswagen;16520;Taro
74;Volkswagen;16521;L80
74;Volkswagen;16584;Iltis
74;Volkswagen;16585;181
74;Volkswagen;16623;Karmann Ghia
74;Volkswagen;18190;T4 Allstar
74;Volkswagen;18200;T3 Blue Star
74;Volkswagen;18210;T5 Caravelle
74;Volkswagen;18220;T5 Multivan
74;Volkswagen;18230;Transporter
74;Volkswagen;18240;T3 White Star
74;Volkswagen;18276;Phaeton
74;Volkswagen;18285;Touareg
74;Volkswagen;18317;T3
74;Volkswagen;18329;Touran
74;Volkswagen;18370;T5
74;Volkswagen;2083;Corrado
74;Volkswagen;2084;Golf
74;Volkswagen;2087;Jetta
74;Volkswagen;2089;Passat
74;Volkswagen;2090;Polo
74;Volkswagen;2091;Santana
74;Volkswagen;2092;Scirocco
74;Volkswagen;2093;Sharan
74;Volkswagen;2094;Vento
74;Volkswagen;2106;Bus
74;Volkswagen;2113;Anfibio
74;Volkswagen;2114;Käfer
74;Volkswagen;14792;T4
74;Volkswagen;15363;T2
74;Volkswagen;15381;New Beetle
74;Volkswagen;15534;Lupo
74;Volkswagen;15535;Bora
74;Volkswagen;15734;Caddy
74;Volkswagen;15767;LT
74;Volkswagen;15864;Maggiolino
74;Volkswagen;18575;T5 California
74;Volkswagen;18599;Fox
74;Volkswagen;18747;T5 Shuttle
74;Volkswagen;18781;Crafter
74;Volkswagen;18707;Eos
74;Volkswagen;19063;Tiguan
74;Volkswagen;19127;Routan
74;Volkswagen;19261;Amarok
74;Volkswagen;19344;Pointer
74;Volkswagen;19618;T1
74;Volkswagen;19659;Polo Sedan
74;Volkswagen;21081;T6 Caravelle
74;Volkswagen;21082;T6 Multivan
74;Volkswagen;21083;T6 California
74;Volkswagen;19724;Beetle
74;Volkswagen;19750;up!
74;Volkswagen;19780;CC
74;Volkswagen;20026;Golf Plus
74;Volkswagen;20841;Derby
74;Volkswagen;20376;Golf Sportsvan
74;Volkswagen;20170;Polo Cross
74;Volkswagen;20380;XL1
74;Volkswagen;21080;T6 Transporter
74;Volkswagen;20315;Cross Golf
74;Volkswagen;20316;Cross Touran
74;Volkswagen;75194;T-Cross
74;Volkswagen;20333;Polo Plus
74;Volkswagen;20334;Polo Variant
74;Volkswagen;20335;Polo GTI
74;Volkswagen;20336;Polo R WRC
74;Volkswagen;20337;Passat CC
74;Volkswagen;20338;Passat Variant
74;Volkswagen;20339;Passat Alltrack
74;Volkswagen;20340;Golf Variant
74;Volkswagen;20341;Golf Cabriolet
74;Volkswagen;20342;Golf GTI
74;Volkswagen;20352;T3 Multivan
74;Volkswagen;20353;T4 Multivan
74;Volkswagen;20354;T3 California
74;Volkswagen;20355;T4 California
74;Volkswagen;20356;T3 Caravelle
74;Volkswagen;20357;T4 Caravelle
74;Volkswagen;20358;T5 Kombi
74;Volkswagen;20359;T4 Kombi
